Customer ID,TotalSpent,OrderCount,FirstInvoiceDate,LastInvoiceDate,CustomerLifespan,Recency,PurchaseFrequency
13187.0,111.99,3,2010-03-25 17:18:00,2010-03-25 19:06:00,1,259,90.0
13642.0,159.92,3,2010-10-03 12:23:00,2010-10-03 12:33:00,1,67,90.0
14028.0,10396.5,3,2010-06-07 12:02:00,2010-06-07 13:33:00,1,185,90.0
14933.0,1770.0,4,2010-09-21 17:29:00,2010-09-22 10:47:00,1,78,120.0
15873.0,313.92,4,2010-07-27 11:58:00,2010-07-28 12:41:00,1,134,120.0
15959.0,579.49,3,2010-01-26 16:19:00,2010-01-26 16:38:00,1,317,90.0
16555.0,1629.79,4,2010-07-22 13:39:00,2010-07-22 13:43:00,1,140,120.0
17203.0,2012.03,4,2010-11-16 12:52:00,2010-11-16 13:07:00,1,23,120.0
17354.0,1750.4,3,2010-10-07 13:22:00,2010-10-07 13:42:00,1,63,90.0
17544.0,960.69,3,2010-11-14 14:47:00,2010-11-14 15:08:00,1,25,90.0
17945.0,359.5,3,2010-01-12 11:33:00,2010-01-12 11:40:00,1,331,90.0
